interest_rate,unemployment_rate,inflation_rate,gdp_growth_rate,labor_force_participation_rate,consumer_confidence_index,government_debt_to_gdp_ratio,exchange_rate,stock_market_index,housing_price_index,manufacturing_pmi,services_pmi,retail_sales_growth_rate,business_confidence_index,wage_growth_rate,exports_volume,imports_volume,government_revenue,government_spending,business_startups_rate,consumer_spending,investment_rate,savings_rate,tax_revenue,interest_coverage_ratio,bankruptcies_rate,business_closures_rate,consumer_debt_to_income_ratio,government_deficit_to_gdp_ratio
9.92,15.02,-1.9,2.37,67.23,107.81,59.08,2.8832,26958.49,242.87,79.62,31.54,-14.56,89.6,7.41,399140,462531,851879225,504836858,66.33,732887.65,68.2,54.27,28629125,62.03,1.45,9.25,257.63,1.46
9.34,5.8,0.83,4.16,78.94,136.89,125.91,0.1525,31024.98,58.14,29.34,99.69,-6.17,48.28,4.7,551149,48423,147133528,631546343,2.49,551925.7,15.18,88.71,95089988,24.53,2.14,0.49,265.46,6.76
10.0,4.06,4.64,-1.43,28.65,164.66,128.36,2.9926,13917.96,336.92,76.84,54.59,7.49,4.69,6.69,681382,858640,126774737,478178188,88.53,952653.12,4.03,6.37,2484090,96.64,6.56,4.16,293.53,6.11
8.34,7.74,2.68,-1.8,5.78,178.74,26.1,0.8993,39557.86,70.18,78.67,85.1,-19.68,163.92,5.14,240536,473287,901266052,766346024,78.48,112138.03,26.05,19.97,206186,13.43,3.56,3.6,378.28,7.91
8.23,15.48,-0.04,-9.64,94.35,129.03,99.09,2.6011,21193.4,158.47,97.54,73.19,3.64,165.34,7.19,150552,420341,919085370,879435238,57.74,149608.16,19.08,49.76,16832958,76.95,3.19,8.33,141.35,9.72
2.03,17.35,2.64,3.44,76.46,166.09,188.22,1.6068,12974.21,461.1,55.21,38.0,2.48,161.94,3.25,494185,436253,718419884,729043798,94.44,525990.42,28.66,68.78,54485940,48.06,8.93,5.07,52.03,4.94
5.34,0.58,-3.22,3.16,70.69,95.93,150.63,1.1859,14880.03,479.7,7.16,57.99,-12.58,146.93,2.37,687758,825346,959012963,81045056,11.64,728912.44,42.12,62.3,70377446,86.91,3.06,2.91,403.1,7.92
6.22,1.86,1.44,-5.31,82.25,91.04,30.38,2.0285,9331.76,380.89,12.61,62.82,19.32,166.78,3.42,216184,876825,224536677,881931668,35.43,149981.49,0.72,48.35,59456261,1.92,9.02,4.02,215.59,4.15
0.37,12.49,3.71,8.3,11.61,3.18,36.59,0.0641,27839.03,152.35,89.82,56.49,-17.86,58.77,6.18,296657,784030,905207841,597927105,91.98,93779.52,12.75,10.96,84236297,17.26,2.11,8.26,488.01,9.8
7.51,14.45,-1.07,-2.57,62.7,124.22,16.2,2.2157,35220.7,56.73,55.72,68.5,-8.02,183.38,9.92,272204,708928,664576320,975659226,0.33,537629.85,44.38,12.78,96010578,85.68,2.88,9.68,338.06,1.23
1.62,10.9,4.9,3.7,59.78,63.39,122.03,1.0487,7484.25,420.0,25.0,42.59,-13.33,125.83,1.37,958475,776535,316813577,450633036,96.67,738454.8,94.26,66.72,47665400,21.3,3.11,2.74,426.83,0.24
9.86,3.61,-2.41,2.11,65.7,41.68,124.59,1.7303,49067.17,135.75,15.63,84.59,-8.87,11.8,7.5,162371,445760,247002116,913473013,97.84,387604.44,42.03,68.43,95393470,86.57,8.97,7.7,411.07,9.27
6.4,8.33,-4.6,1.29,29.45,198.52,129.86,2.3022,8735.26,55.46,4.82,13.11,-3.48,101.11,5.17,5382,575455,191886820,101511979,1.82,661475.89,66.94,15.31,7701372,74.49,6.24,1.49,136.77,8.91
6.53,13.0,-0.56,2.1,81.12,83.44,173.81,2.9623,16173.67,89.44,98.82,65.92,16.41,192.67,5.38,337743,60421,995338394,396479887,60.17,374161.51,56.55,81.7,72444488,74.83,0.82,0.12,191.47,8.63
3.98,5.93,4.05,-7.2,39.1,184.71,127.84,2.5243,49343.86,189.88,46.02,54.28,-17.37,45.58,1.79,682065,869759,89998029,708336775,17.99,282086.68,95.63,44.13,47800230,33.15,3.87,5.11,325.34,3.92
2.73,16.76,-4.1,-9.48,54.11,97.72,11.05,2.8559,4348.88,407.51,37.17,94.31,-2.44,98.26,6.98,462647,658093,95019741,122049500,41.56,522663.22,12.78,8.3,69301025,99.68,7.1,9.89,371.5,1.02
5.83,1.62,0.35,6.72,65.82,59.42,46.05,0.6684,40754.13,213.42,44.87,45.32,12.19,152.74,1.16,370642,446108,112896439,341908522,22.17,116095.42,85.82,91.83,40203783,23.72,6.22,2.48,398.32,7.93
1.36,15.62,1.31,8.9,82.96,31.06,55.06,2.8032,6717.68,316.83,92.66,81.65,-10.16,28.98,8.63,891489,51202,572013692,634297416,1.89,166138.31,65.78,10.31,14054595,85.3,9.7,3.04,244.62,1.2
4.03,11.9,2.7,-9.02,75.92,102.43,186.38,1.3119,32788.22,250.59,13.79,8.86,5.33,29.55,8.25,174297,511304,609268779,352930015,10.74,417752.14,65.68,79.98,10300557,9.88,5.57,1.24,387.39,6.82
5.56,3.97,0.58,4.17,43.84,9.52,176.74,0.9438,20651.88,345.52,92.74,99.48,5.91,58.56,5.97,72968,295642,17885181,570656767,6.35,453073.03,74.75,47.2,20072509,92.19,1.0,3.29,363.94,9.73
5.94,8.47,4.29,4.09,74.01,69.58,104.26,0.388,18838.4,243.99,89.29,69.8,1.9,183.82,1.63,456953,594345,649171308,904955244,79.72,372577.7,5.29,37.18,12202568,3.05,8.54,3.61,20.86,1.61
6.46,11.05,-1.66,-4.43,42.99,82.1,83.19,0.0732,2399.31,233.83,17.09,63.35,-0.94,0.8,0.46,140193,687669,563555411,401923383,49.58,704801.45,32.7,69.02,21707531,58.19,0.98,2.23,117.16,5.25
5.43,12.0,-1.69,5.52,50.99,182.86,163.02,2.2802,27511.75,389.72,99.62,63.43,9.08,123.75,9.59,516959,9143,98548023,614379576,44.83,505669.25,85.7,89.36,37946286,90.35,5.18,8.17,273.28,3.98
3.43,11.51,-2.4,-2.72,10.16,27.76,141.37,1.4325,44188.95,226.34,80.65,52.01,-2.8,6.3,5.48,74941,242811,847470970,610619720,64.41,835130.15,43.05,34.02,2221702,29.12,3.56,7.19,461.19,4.8
6.61,8.28,-3.05,2.28,48.01,124.5,98.26,1.8171,45271.83,425.19,31.96,63.95,17.99,44.33,4.49,830536,747777,729014320,860167827,98.62,483274.0,59.8,18.48,63986695,0.77,1.11,7.05,357.76,3.63
1.57,1.57,0.97,8.67,19.87,78.46,104.04,1.238,20277.65,105.02,4.29,31.3,17.52,45.75,5.6,724096,165015,799002486,16836674,96.92,669501.98,79.59,48.12,68650856,6.01,8.04,2.18,449.15,7.23
6.67,4.11,2.38,-8.94,70.72,124.35,157.23,1.9485,39765.01,472.43,55.05,96.55,19.73,26.83,6.15,236341,519864,31192847,335597939,15.5,111661.78,55.75,7.23,89602770,31.57,5.66,5.2,256.1,2.64
6.03,16.17,0.65,-6.41,62.15,48.69,54.12,2.5148,26686.99,89.11,74.64,27.32,-12.26,141.44,5.19,36939,268131,492503977,223232177,33.85,518358.36,61.33,18.88,95631547,93.68,8.62,4.05,451.28,7.93
1.98,11.13,-2.44,-3.16,64.03,178.58,37.23,2.8385,20368.12,186.68,12.49,73.69,-8.44,42.89,8.79,610386,683522,347825,942814807,93.69,28234.85,74.58,39.49,28071956,31.96,9.54,5.73,273.54,7.94
4.85,1.48,-4.25,-4.67,78.87,59.52,186.03,1.5539,31771.87,119.06,48.93,54.45,15.56,86.53,1.97,405896,661610,732026821,846733945,81.3,8531.79,68.77,15.17,59047422,94.66,2.09,3.92,384.45,7.22
3.04,7.51,1.9,5.92,63.03,51.5,135.12,0.2227,44035.55,472.78,56.12,64.83,-10.93,132.25,8.03,389124,127134,795341693,755841018,59.33,966756.63,6.53,69.54,62062247,68.33,5.02,7.4,226.93,4.7
2.67,4.54,1.38,4.38,4.27,59.67,47.59,1.2258,37911.53,305.26,16.1,98.91,-7.07,164.42,4.56,948504,446909,682544030,982712828,96.61,674257.79,25.12,93.14,6228862,6.89,2.6,5.16,139.84,4.24
4.56,0.08,-2.19,-2.08,2.86,58.98,40.88,0.1234,4325.01,122.93,88.66,27.75,-8.7,57.06,5.6,571039,728454,471643308,684069339,2.39,216843.03,49.81,73.78,52038016,96.32,6.08,1.04,58.69,7.88
4.58,13.5,-2.0,-0.77,20.44,4.39,178.88,2.6989,44907.95,396.76,17.99,52.75,0.24,141.94,8.82,860261,344831,432809138,316180753,58.28,322195.19,59.16,46.87,78991627,93.18,1.22,3.2,468.85,1.33
8.17,17.79,-1.06,-3.04,45.54,132.99,181.28,1.2759,22302.51,181.79,91.66,64.68,18.2,162.93,5.32,41373,301848,58887442,827995319,92.75,163378.26,57.31,66.51,99618516,80.5,9.25,2.55,265.73,3.57
4.27,19.37,-0.97,7.87,97.24,25.08,158.48,0.8713,37677.66,436.26,39.81,44.93,0.86,53.05,1.4,276425,372211,494907201,773688957,38.26,202519.7,83.1,31.8,23006367,55.08,6.99,8.88,56.37,3.04
5.71,12.18,-2.76,-8.79,6.71,175.23,149.24,1.623,11687.23,225.08,26.36,43.2,18.58,183.9,7.87,695847,690546,622911123,434782088,49.65,379258.48,34.21,39.44,19786220,65.01,0.87,0.8,126.25,3.21
3.16,12.78,2.49,5.24,45.0,103.78,159.09,0.9811,25778.39,448.85,87.98,23.74,-8.71,77.66,1.77,688338,16545,632395051,394667281,84.12,499864.72,5.83,9.58,63561900,61.58,3.85,8.75,353.9,4.13
1.3,7.99,4.34,6.28,54.59,105.44,46.25,0.6952,17223.28,240.98,51.03,10.86,-1.71,44.94,7.52,82496,683489,881702850,63705305,92.11,73678.66,81.31,28.57,60020898,25.4,1.24,4.04,95.82,6.6
6.14,16.41,4.77,5.6,22.32,38.51,109.02,2.876,44883.1,364.48,6.14,99.66,-8.3,173.32,7.56,41707,120394,384220751,591012461,62.33,692546.08,20.66,11.6,62279672,99.54,4.15,0.97,2.29,7.42
8.52,14.22,0.53,-2.99,25.9,189.26,182.67,2.8345,11068.71,418.75,39.33,8.78,1.24,154.48,9.03,548634,270686,392326676,383123223,60.4,990047.75,96.09,87.25,77016091,88.9,3.31,3.08,183.41,3.24
2.88,17.18,-0.4,-9.64,59.2,4.79,44.16,0.592,33264.44,203.66,19.85,28.51,-15.45,197.4,9.09,127495,693585,84735700,679400385,8.13,795583.53,19.82,25.7,45014562,86.64,0.24,9.24,289.02,6.87
9.15,5.15,3.92,5.98,13.9,22.05,152.01,0.8506,14002.58,309.51,40.35,88.75,-7.11,187.87,5.32,89711,222652,653242555,377106750,89.21,379524.13,5.96,51.18,67019929,4.35,8.81,7.6,394.0,0.1
5.13,1.53,3.27,7.87,57.61,135.84,104.97,0.2137,18109.49,347.72,81.62,24.23,3.59,175.43,2.42,614156,258265,877081750,964009544,30.81,56036.07,35.04,13.72,53721704,69.4,9.31,1.17,34.52,9.52
9.79,16.2,-1.88,2.22,47.49,115.35,113.73,1.0735,26845.94,481.25,15.7,46.29,19.94,71.31,9.55,145820,8101,427431806,597914706,26.97,276156.93,98.02,13.33,87737514,99.91,9.58,4.25,434.72,4.03
0.82,16.59,-3.87,9.24,66.7,140.37,69.05,0.6389,16688.89,273.16,31.54,48.29,13.5,88.97,4.23,770312,107010,523336270,355764979,44.96,769998.22,6.6,0.21,37556019,21.13,2.92,9.46,422.02,1.67
3.77,15.67,-4.17,5.97,79.29,83.41,60.13,1.7573,45581.66,457.85,35.59,36.1,-9.22,54.22,5.87,728272,271283,473784201,648921287,8.15,949242.12,23.17,86.37,85872009,15.74,2.16,8.26,478.96,8.44
5.29,12.69,-1.07,2.48,16.17,49.09,41.45,2.7992,25073.21,462.99,69.2,68.59,-10.49,18.98,6.24,172342,239981,165694976,726859683,48.99,593690.66,96.15,97.09,51374927,54.08,5.27,1.16,115.92,4.88
3.61,5.54,-3.49,1.03,69.29,161.3,92.62,1.0423,23563.95,162.4,32.87,6.65,3.65,82.64,4.52,655234,733283,294794459,845108023,75.69,349587.38,23.23,2.09,69975518,69.82,3.82,0.17,226.21,2.37
5.55,4.57,2.71,-2.39,76.71,87.24,30.23,2.0891,26905.68,366.11,35.36,20.83,-2.19,83.13,6.8,651981,33972,425156585,4526963,38.04,51702.57,97.78,59.34,64896269,48.14,7.17,9.33,496.48,4.07
0.72,9.17,0.47,-1.33,15.64,9.17,71.79,0.38,33533.23,381.47,27.84,91.05,-6.74,19.44,3.2,270291,420862,323739446,279575528,11.51,633854.71,37.39,50.11,93725480,55.2,9.5,5.53,80.82,8.03
5.99,4.23,0.97,-6.94,2.25,130.85,86.67,0.958,36964.05,222.35,72.16,72.4,-13.23,197.43,4.19,484235,907256,946065880,177406754,2.03,648197.15,2.85,12.15,98740816,89.35,0.55,4.96,231.65,4.9
8.02,19.18,2.35,7.3,70.51,102.13,133.12,0.9793,8806.35,54.28,19.29,14.18,-18.85,154.75,2.5,549080,520819,857580095,496124402,58.32,668549.11,7.15,92.15,65530079,92.98,1.73,2.13,7.38,6.56
5.75,6.6,-1.83,-6.66,20.67,193.61,64.9,0.47,10581.87,134.85,44.79,5.05,-17.3,78.92,5.86,598251,568496,27802353,444640887,18.93,638558.57,49.21,74.09,66203489,5.03,0.23,5.54,405.55,7.57
8.97,6.79,-3.39,-2.07,87.12,100.86,21.91,1.2156,3901.59,280.16,54.58,60.63,-3.25,39.01,6.4,649760,698744,624643880,100332468,8.89,908926.1,77.53,77.32,91154888,51.57,8.97,1.61,52.43,3.54
2.61,11.54,-1.5,-0.05,95.02,130.73,89.75,1.8541,36926.58,388.39,66.97,10.01,15.39,185.88,4.19,610815,550044,64727902,726100744,24.19,231740.44,44.57,23.77,80462118,77.39,3.41,3.05,336.83,3.1
8.57,16.95,-4.57,-3.37,23.25,112.9,158.34,0.5328,2972.21,176.44,0.11,89.86,14.75,101.08,5.36,131126,550559,159116682,124734475,76.06,641383.27,81.29,4.71,17250501,75.13,2.13,7.82,393.25,8.83
7.82,15.47,-2.31,4.68,78.25,178.53,85.36,1.6981,31554.31,276.87,53.5,9.04,-17.68,139.62,3.9,438113,727796,388108105,360578077,59.14,391333.73,66.17,25.58,94788441,2.18,1.32,7.59,280.89,6.2
5.53,18.26,-4.1,8.88,81.5,164.33,140.77,0.0421,45368.31,89.3,19.8,83.49,17.65,150.57,0.06,12496,736855,424342777,289473261,88.32,547418.5,6.46,86.6,30621914,10.85,5.69,8.47,403.18,1.35
8.34,17.54,2.71,-8.3,95.49,109.93,134.8,1.7918,35606.0,115.76,37.64,18.42,-15.6,98.05,4.43,620799,424398,513866282,314287939,92.12,528655.95,20.51,65.36,70226371,31.98,2.39,9.8,368.98,2.07
7.78,10.36,2.66,4.58,7.7,178.01,113.5,0.1518,21388.52,113.01,8.61,84.86,-15.35,188.64,7.37,967147,491442,838009691,531306138,22.16,215198.85,89.0,71.84,90455111,93.16,6.72,3.26,465.96,4.49
9.86,15.66,4.37,4.67,34.56,8.51,152.66,2.7378,17382.57,319.86,55.5,86.33,7.51,27.61,2.76,250122,357670,938423817,825012612,7.77,648469.66,18.32,61.25,65432980,67.79,8.11,8.49,150.33,0.51
3.29,1.64,-1.4,1.93,19.79,89.93,3.34,2.7185,24632.4,431.62,83.17,54.31,15.11,158.52,9.46,491780,755107,767087577,985442490,99.3,403438.37,10.6,74.96,21058424,62.56,8.51,6.18,96.22,7.24
8.61,13.26,-0.01,-1.06,21.74,56.78,64.77,1.9122,29764.12,357.46,20.55,74.73,-1.66,54.21,8.03,113769,765523,712993185,644674822,85.27,563497.11,48.48,8.23,93001560,76.99,6.71,1.76,478.34,2.73
5.22,11.17,4.45,5.52,46.11,106.49,43.38,1.0411,43664.03,448.41,72.03,19.98,-18.75,170.77,4.3,698995,203865,803367330,89541263,75.14,472875.11,77.71,91.21,72143976,33.39,7.74,4.14,325.37,8.4
4.78,15.92,2.87,5.7,86.52,146.93,92.71,0.952,30483.52,56.45,66.0,22.42,-2.41,88.57,3.29,566955,71435,54678513,537438909,42.11,646416.33,81.58,41.91,57496410,37.6,7.16,7.93,302.32,1.29
2.86,6.5,-3.61,-7.61,49.51,154.23,114.45,1.7063,36853.89,241.97,40.6,66.74,19.68,163.34,9.36,165605,654421,469178127,796969260,47.9,736068.71,2.51,19.94,12157162,72.97,7.1,1.36,294.11,3.44
4.06,11.88,-3.71,4.04,81.31,65.07,56.54,0.0702,1634.37,479.07,92.01,85.39,19.29,98.75,2.44,852298,222791,695969771,407756768,1.6,966273.37,41.5,47.37,40970632,13.55,8.51,6.51,56.61,3.54
4.44,18.92,2.61,-6.88,75.65,8.76,136.42,2.7918,46154.79,150.09,10.04,58.46,-7.59,51.08,9.15,688194,264335,671309701,229366769,80.39,59956.29,46.08,30.56,29994988,23.08,3.27,1.12,162.53,7.33
2.47,16.43,2.48,3.84,81.11,72.9,7.48,1.0386,11670.77,207.07,5.34,74.27,12.74,74.06,7.81,547477,120112,620655803,366649396,64.41,442243.48,96.77,22.58,75095729,38.02,5.51,9.6,375.69,5.22
4.09,15.3,-1.56,-3.86,33.09,163.15,156.86,2.1305,31785.12,456.73,36.45,31.69,14.65,31.24,5.43,122626,529921,510813290,659599268,66.05,939896.66,83.47,92.09,38552332,75.38,8.01,1.47,254.75,4.17
4.29,4.02,0.03,9.85,17.27,151.88,113.73,1.2758,48035.9,400.29,64.2,56.49,0.71,197.37,7.12,337351,259919,65728240,245910265,29.02,572176.84,24.88,52.6,33392308,61.36,9.47,3.26,447.58,1.26
3.08,12.3,-3.8,-8.55,90.61,43.52,45.32,1.3663,32187.8,447.48,8.05,84.63,-16.25,180.43,1.61,607702,982829,66799442,4363293,77.02,951230.12,55.94,61.23,71440055,27.7,5.78,5.36,211.44,6.65
7.65,8.94,4.62,-9.08,63.32,73.5,14.28,1.4415,24834.16,79.54,35.46,8.84,-18.77,106.05,1.11,926528,582303,623999453,600650761,62.2,158878.95,58.15,84.22,83391528,70.45,3.47,8.84,309.25,5.69
1.72,2.63,4.22,8.37,91.37,151.94,36.7,0.9872,34134.2,136.21,14.6,35.15,13.4,141.06,7.0,639463,974542,526192783,66755840,86.04,869960.02,64.37,82.14,74436083,67.85,2.72,0.49,403.67,5.25
9.42,14.0,4.55,3.55,17.97,5.09,4.32,2.2034,24742.74,72.43,54.41,9.79,-13.98,93.72,0.11,75310,278636,685551494,938931593,48.75,708575.98,57.27,61.62,86669456,29.02,5.03,5.8,391.78,0.75
9.8,3.01,-1.32,5.28,59.11,12.18,197.91,1.5586,5945.73,419.19,93.52,24.44,15.95,152.62,7.38,136304,620741,299071115,517151700,8.36,649727.87,64.27,1.86,97590439,73.45,4.47,9.24,46.96,3.29
7.67,9.78,2.71,-7.33,47.34,84.75,88.9,0.3229,36270.56,110.19,25.78,18.5,-8.68,145.73,5.73,336559,67941,753870069,149350427,33.98,993926.56,56.71,50.93,80112209,78.36,1.46,4.74,229.21,8.25
0.06,4.6,-1.36,6.29,91.01,64.34,188.34,0.754,11026.64,379.01,29.04,15.85,-17.82,180.7,2.21,823250,692404,176804609,400518051,24.82,94007.71,98.61,42.14,3180739,78.01,6.3,9.63,244.31,5.77
7.69,14.54,1.26,5.6,58.07,60.64,48.43,2.3548,45511.89,347.48,80.38,36.6,-3.25,130.16,0.03,415821,166247,502808825,138569913,65.67,207803.51,52.74,86.81,2921714,69.16,8.41,5.97,97.22,7.21
1.21,18.28,2.72,3.3,65.53,182.92,168.2,1.1327,49921.47,153.18,1.29,93.91,18.64,110.54,0.65,242891,691677,344434907,806721449,55.95,915135.78,37.47,74.91,75621545,50.12,0.18,7.78,446.29,3.63
9.71,4.67,0.56,3.55,56.42,176.69,193.56,1.9576,24815.48,487.51,58.21,24.59,-19.42,95.32,3.61,128743,519893,622579264,321702874,31.3,360619.04,59.36,94.09,63503469,30.8,3.53,2.62,362.27,0.43
1.99,9.01,4.52,-8.45,52.73,77.23,2.28,2.4146,5404.09,152.66,77.16,75.28,-11.84,67.25,1.45,137263,564155,812712463,521538040,65.45,352977.88,83.78,19.15,412361,71.53,0.13,2.75,284.14,5.21
8.07,4.08,3.12,-9.72,93.05,18.17,65.76,2.5508,28314.3,294.8,49.48,25.39,3.42,128.59,7.46,231702,743204,345410219,762991442,35.51,968985.92,24.67,55.14,35548434,44.07,4.43,1.71,333.07,7.29
0.9,12.61,3.93,-2.05,55.88,176.22,109.5,1.5561,9755.62,232.51,8.22,45.15,18.25,36.12,6.76,514124,602946,554283691,661621764,48.27,636335.43,71.06,13.89,41988380,34.24,7.3,1.72,202.39,5.65
5.76,6.06,-3.42,7.17,72.81,174.08,85.68,1.3195,48898.39,151.38,3.74,82.3,-0.96,7.86,4.84,394161,704437,968561293,6581904,36.16,697413.27,70.75,11.03,89906468,63.59,4.91,7.17,340.21,6.81
2.91,5.34,-2.16,-8.51,90.35,25.58,21.72,1.5388,30382.92,190.12,76.25,43.99,9.97,173.78,1.36,524242,594056,665726779,545695417,76.03,678871.33,42.36,31.09,95550150,58.85,1.26,3.14,477.79,6.99
2.71,10.47,-4.78,8.26,78.1,124.22,28.31,1.38,39660.04,484.27,76.1,95.65,16.65,82.38,1.34,261462,916672,900273382,567965225,9.44,180093.88,67.0,61.57,59563833,11.06,7.08,6.81,201.75,7.83
6.58,16.42,4.06,4.17,79.54,15.14,74.75,0.862,39706.54,424.14,1.03,87.55,13.67,177.0,3.28,427274,588459,967124861,663776008,87.66,321164.8,42.19,7.71,67705836,51.66,8.39,4.94,192.15,0.42
5.91,5.71,-0.45,-3.94,76.68,49.82,47.53,1.4888,45957.77,81.86,35.59,54.31,2.44,70.94,5.5,200409,169038,791042344,689794805,38.89,481099.91,7.04,33.14,34688587,37.3,6.82,8.57,259.74,9.91
0.79,5.63,1.82,-1.44,25.56,27.55,144.74,1.59,7111.48,190.11,98.85,59.83,19.64,5.54,5.56,250693,417367,847948527,762406165,49.82,813433.72,15.36,75.24,35527818,11.99,8.65,0.86,167.58,2.16
0.79,17.57,-1.25,2.69,95.49,42.9,152.16,0.8885,41729.23,266.74,99.35,45.54,-4.57,43.34,2.64,60180,416878,97483180,845895661,26.53,98657.13,43.43,38.06,64742921,76.75,3.04,7.94,57.0,2.45
5.64,11.54,-0.87,-8.91,75.93,67.2,117.29,2.216,4277.4,293.63,77.47,60.81,-16.53,48.32,6.39,420527,171917,650200396,92599362,35.48,693821.64,86.47,89.7,2740122,13.42,9.52,6.48,177.37,3.74
5.07,7.21,-0.9,2.68,2.52,120.17,29.25,0.2831,44804.76,218.57,15.12,89.35,-6.55,37.05,3.68,125216,623574,537856219,803919554,33.04,759232.17,20.18,36.66,60504465,32.85,4.04,1.3,173.07,0.8
9.36,5.61,-2.18,1.38,6.41,104.98,56.39,0.974,10773.55,194.92,43.64,1.83,-15.18,147.56,2.81,757144,694117,323004658,457667348,21.52,137693.08,80.07,39.95,24274017,77.71,9.73,9.54,48.13,6.36
5.96,18.29,-4.17,5.74,52.4,186.89,32.49,2.6712,18643.29,387.66,94.2,38.43,-3.32,169.09,1.51,567766,783779,302184019,937155342,86.73,87026.59,57.31,20.15,57885667,16.14,3.77,8.39,398.74,5.66
9.66,0.64,-4.16,-5.47,9.8,91.28,135.06,1.973,21024.46,449.13,57.18,24.3,-15.57,194.89,2.06,476484,638046,596565230,889029105,87.19,264166.85,78.85,43.41,6615646,85.11,8.94,4.47,115.49,4.05
7.18,10.78,0.79,-8.41,58.81,62.76,178.68,2.3432,45496.83,298.3,31.48,5.54,0.27,35.67,1.35,418030,493380,210192215,927117635,59.4,818932.96,21.99,86.46,28215114,79.27,5.34,9.51,37.13,0.8
7.08,10.43,-1.35,1.6,55.61,72.92,164.91,0.5583,28988.09,222.52,72.76,32.94,19.74,186.15,0.74,610945,408346,687755287,938482657,93.69,146992.42,10.89,3.76,80460689,50.69,9.05,0.74,314.56,1.7
4.35,16.33,-4.79,-3.82,87.52,108.27,13.56,0.8251,45809.53,163.74,86.86,74.54,18.08,139.96,1.35,657703,225368,945832684,357910901,95.17,827287.83,85.32,57.68,46692585,31.88,7.86,6.52,329.71,1.79
0.74,8.6,0.48,-1.59,14.51,86.26,23.45,0.7047,32658.99,490.06,72.11,4.37,3.5,142.74,0.56,219993,596947,964368974,699261058,26.01,576875.59,87.59,23.18,44679121,70.96,0.3,8.18,309.21,1.2
0.03,18.01,-2.08,3.58,14.32,132.81,96.74,0.6847,7831.78,340.23,3.18,27.81,4.07,146.89,7.21,871860,526959,166178848,669060997,48.27,843824.69,9.83,52.52,79815016,23.49,6.2,9.65,360.28,8.4
8.21,18.16,-0.81,7.09,59.5,199.52,43.96,1.6926,48580.69,474.83,63.69,80.92,-10.97,21.95,2.41,21431,344659,116802099,570963888,38.63,587360.13,77.95,16.2,66837449,71.11,4.77,2.13,77.38,1.54
8.1,5.08,-3.47,-7.17,99.27,187.57,102.21,2.3404,16726.18,354.84,79.72,37.84,7.83,126.69,8.33,563930,331484,79788073,811811728,40.81,590418.54,83.37,58.78,21080534,67.05,4.98,4.09,90.07,3.68
4.63,16.04,2.56,-5.82,43.1,199.24,13.35,1.2246,31893.64,218.23,17.4,48.87,-8.81,117.91,7.58,566544,181646,851798783,774938916,84.97,940495.83,95.73,35.77,8959640,79.08,2.44,7.09,7.31,0.09
3.71,10.09,-0.65,5.63,95.07,47.43,179.67,0.3637,11253.32,211.79,96.28,83.58,8.62,184.18,2.23,914377,141156,523039765,301983309,32.32,121144.54,78.51,35.11,7696286,71.12,0.95,7.9,327.56,3.83
7.83,6.09,2.43,8.64,40.42,10.99,23.79,1.9945,37228.67,300.34,60.77,59.02,18.91,161.28,7.54,417938,370252,155110245,388543480,98.25,421203.06,47.54,76.45,49561799,65.33,9.19,8.57,68.6,6.42
9.49,10.55,-2.24,-8.26,68.55,0.21,80.49,1.3615,34596.35,314.46,16.55,50.78,-10.33,149.36,6.89,13235,661595,590724948,156613082,34.65,879239.78,5.85,80.26,82882543,23.47,9.02,1.11,303.88,9.4
1.96,16.5,4.46,-8.41,76.21,140.57,195.85,1.7035,19083.42,410.81,5.3,5.69,17.33,81.99,8.19,781642,557753,691880262,778204460,7.81,987033.56,37.37,1.62,29809707,36.48,8.89,4.4,160.85,6.65
6.29,9.63,-0.34,-4.8,68.37,82.59,100.25,1.6476,32326.36,101.39,27.4,10.46,8.11,139.1,7.41,439163,969358,441072992,865246493,77.11,214092.7,64.02,66.62,87457456,62.18,6.16,4.16,256.51,4.88
0.96,9.37,4.78,8.82,69.65,81.05,89.39,1.559,43363.15,255.33,95.96,2.93,9.57,121.1,1.96,260176,443961,646674729,997597077,63.3,224688.07,10.77,30.99,5342688,2.21,2.86,9.23,117.15,0.26
6.48,10.76,0.16,9.4,60.77,75.71,35.3,2.9507,21646.98,407.74,46.44,32.2,-2.17,77.73,1.02,961708,693134,540546390,80675782,42.29,843419.18,79.09,52.65,74101049,2.2,9.71,5.63,21.1,6.84
6.69,13.29,2.71,-0.96,36.86,30.92,85.36,1.9534,35128.89,339.07,8.5,5.21,-14.26,74.97,2.04,568350,834650,28046410,523132727,72.54,811692.76,61.73,75.05,39643429,32.36,6.6,9.74,492.43,0.83
6.58,14.73,-1.51,-3.75,76.41,126.46,5.9,2.4743,41511.95,231.44,1.25,5.34,-11.0,193.12,4.87,315639,317434,731818082,278730495,5.76,419561.25,89.85,14.15,48264798,42.22,7.32,1.67,47.22,9.3
7.05,17.52,-2.02,8.42,33.15,191.22,93.78,0.9565,46580.98,466.27,12.13,24.18,5.81,75.38,1.85,427511,490942,499303355,384824477,68.95,594567.26,56.21,68.89,55323816,7.77,5.55,7.99,308.15,7.36
3.48,0.64,-4.4,4.53,17.04,97.71,145.68,0.3661,8249.05,88.96,16.02,46.82,-8.69,158.1,1.12,801563,572906,45472152,420608756,5.67,105718.5,2.81,32.25,34868252,23.57,4.6,2.6,414.8,1.61
